smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,-2.623,3.738,3.207,0.005,0.0,0.178,0.001,0.024,-4.41,2.5377536076121032e-05,0.954,80.71086883544922%,1.211,14.731666564941406%,0.327,0.584,0.968,0.926,0.805,0.877,0.02,0.085,0.41,0.425,9.206,0.417,0.008,0.031,0.197,0.003,0.016,0.797,0.118,0.215,0.08,0.946,0.009,1.8,3.249,3.326,4.341,0.008,0.002,0.011,0.935,0.151,0.015,0.026,0.055,0.005,0.093,0.935,0.454,226.19,263.008,0.86,2,2,40.46,4,0,0,2,0,1,4.0,2,0,0,0,0,0,1,3,0,0.723,3.969,0.857,8.0,0.341,0,0,0,0,Accepted,Rejected,Accepted,Accepted
CN1C(=O)c2ccccc2CS1(=O)=O,-2.363,0.337,0.687,0.009,0.001,0.014,0.009,0.112,-4.582,3.12380725517869e-05,0.974,68.13522338867188%,0.611,50.161258697509766%,0.086,0.582,0.057,0.866,0.156,0.893,0.004,0.146,0.031,0.738,3.85,0.752,0.003,0.106,0.979,0.089,0.114,0.01,0.502,0.11,0.051,0.846,0.096,0.352,3.156,3.649,3.513,0.008,0.005,0.077,0.03,0.1,0.01,0.014,0.179,0.007,0.01,0.025,0.025,211.03,192.438,1.097,4,0,54.45,0,2,10,5,0,14,0.0,0,0,0,0,0,0,0,0,0,0.631,2.552,0.222,28.364,-0.766,1,0,0,0,Accepted,Accepted,Accepted,Accepted
Oc1ccco1,-0.098,0.971,0.678,0.0,0.022,0.006,0.015,0.008,-4.446,2.2316944523481652e-05,0.219,79.21898651123047%,2.455,38.7816276550293%,0.205,0.147,0.048,0.072,0.014,0.399,0.018,0.597,0.008,0.178,14.22,0.894,0.02,0.13,0.126,0.071,0.877,0.016,0.293,0.908,0.985,0.996,0.903,0.522,2.235,2.799,3.76,0.029,0.003,0.017,0.004,0.168,0.006,0.002,0.073,0.006,0.019,0.023,0.005,84.02,81.491,1.031,2,1,33.37,0,1,5,2,0,5,0.0,0,0,0,0,0,0,0,1,0,0.508,3.044,0.0,4.0,-0.436,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C=CC[Si](C)(C)OCC,-3.399,3.078,2.79,0.001,0.001,0.002,0.377,0.386,-4.325,2.551925354055129e-05,0.072,99.1181640625%,1.005,1.5273815393447876%,0.719,0.932,0.093,0.823,0.032,0.769,0.007,0.713,0.023,0.149,5.095,0.737,0.009,0.015,0.015,0.153,0.007,0.19,0.551,0.083,0.992,0.995,0.493,2.084,2.627,3.184,4.372,0.008,0.003,0.007,0.004,0.044,0.01,0.002,0.021,0.006,0.259,0.025,0.004,144.1,38792518.585,0.0,1,0,9.23,4,0,0,2,0,1,4.0,0,0,0,0,0,0,0,1,0,0.435,3.318,0.714,0.0,0.057,0,1,0,0,Accepted,Accepted,Accepted,Rejected
C1CCNC1,0.918,-0.353,0.257,0.0,0.597,0.008,0.009,0.122,-4.607,6.582651622011326e-06,0.894,13.514286041259766%,1.764,87.73818969726562%,0.048,0.116,0.029,0.842,0.003,0.121,0.023,0.843,0.007,0.286,8.877,0.513,0.022,0.132,0.052,0.089,0.894,0.049,0.916,0.067,0.974,0.971,0.933,0.415,2.049,2.477,3.45,0.006,0.002,0.02,0.005,0.094,0.004,0.002,0.041,0.014,0.053,0.004,0.006,71.07,80.181,0.886,1,1,12.03,0,1,5,1,0,5,0.0,0,2,0,0,0,0,1,0,0,0.435,2.192,1.0,6.0,0.195,0,0,0,0,Accepted,Accepted,Accepted,Rejected
Cc1ccc(C(C)(C)O)cc1,-1.889,2.223,2.354,0.003,0.008,0.004,0.057,0.024,-4.229,2.2791471565142274e-05,0.786,73.59465789794922%,3.299,37.034976959228516%,0.753,0.872,0.617,0.808,0.179,0.555,0.192,0.737,0.023,0.474,6.503,0.489,0.041,0.024,0.087,0.007,0.039,0.031,0.146,0.441,0.289,0.986,0.012,0.789,3.009,3.016,2.394,0.005,0.003,0.007,0.006,0.212,0.01,0.002,0.028,0.004,0.005,0.027,0.003,150.1,173.841,0.863,1,1,20.23,1,1,6,1,0,6,0.167,0,0,0,0,0,0,1,0,0,0.65,1.681,0.4,8.0,0.058,0,0,0,0,Accepted,Accepted,Accepted,Rejected
Cc1cc(C)c2c(c1)-c1cc(C)nn1C(c1ccc3c(c1)OCO3)N2,-5.243,3.915,4.004,0.991,0.954,0.003,0.005,0.701,-4.806,1.6137513739522547e-05,0.232,97.67523193359375%,0.619,1.8309791088104248%,0.906,0.794,0.971,0.711,0.885,0.594,0.919,0.543,0.953,0.8,12.774,0.194,0.016,0.172,0.855,0.585,0.048,0.954,0.104,0.798,0.003,0.014,0.846,1.791,3.85,4.529,4.757,0.014,0.012,0.956,0.022,0.864,0.004,0.012,0.609,0.754,0.015,0.417,0.272,333.15,341.173,0.976,5,1,48.31,1,5,13,5,0,25,0.04,1,0,0,0,0,3,0,2,0,0.726,3.294,0.25,82.16,-0.787,0,0,0,0,Accepted,Rejected,Rejected,Accepted
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,-0.596,-2.688,-2.357,0.003,0.125,0.99,0.991,0.997,-6.421,0.00011103715951321647,0.144,14.311186790466309%,0.317,86.59658813476562%,0.001,0.013,0.012,0.246,0.0,0.014,0.003,0.348,0.002,0.195,0.896,0.228,0.113,0.297,0.014,0.063,0.078,0.912,0.043,0.032,0.003,0.001,0.654,0.321,2.831,2.715,4.277,0.008,0.0,0.023,0.002,0.508,0.014,0.003,0.039,0.022,0.002,0.006,0.062,477.32,462.618,1.032,12,11,199.73,7,3,6,12,0,18,0.389,13,1,0,0,0,1,0,1,0,0.182,5.323,1.0,66.286,1.683,0,1,0,0,Rejected,Accepted,Rejected,Rejected
COC(C(=O)CO)C(O)C(O)CO,-0.049,-2.281,-1.987,0.006,0.13,0.647,0.138,0.189,-5.206,0.002325695473700762,0.654,12.578832626342773%,0.483,83.61924743652344%,0.007,0.056,0.006,0.062,0.001,0.059,0.001,0.118,0.004,0.021,1.75,0.892,0.058,0.075,0.678,0.075,0.031,0.004,0.045,0.009,0.003,0.182,0.024,-0.028,0.763,1.006,2.009,0.033,0.012,0.006,0.004,0.189,0.036,0.003,0.029,0.025,0.004,0.008,0.005,194.08,179.733,1.08,6,4,107.22,6,0,0,6,0,1,6.0,3,2,0,0,0,1,3,1,0,0.366,3.779,0.857,4.0,1.613,0,0,0,0,Accepted,Accepted,Accepted,Rejected
N=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,-2.224,-1.633,-2.478,0.0,0.943,0.841,0.783,0.065,-6.358,0.00012174111907370389,0.933,15.41995906829834%,0.59,75.98684692382812%,0.007,0.531,0.024,0.036,0.001,0.01,0.0,0.026,0.008,0.025,3.532,0.905,0.023,0.98,0.987,0.226,0.714,0.014,0.042,0.948,0.003,0.01,0.952,-0.063,1.516,2.629,4.697,0.006,0.002,0.01,0.013,0.073,0.06,0.003,0.075,0.013,0.002,0.007,0.596,283.09,244.236,1.159,10,6,160.24,2,3,9,10,0,17,0.118,4,1,0,0,0,0,0,1,0,0.347,4.095,0.5,63.6,1.191,0,0,0,0,Accepted,Accepted,Accepted,Accepted
COC1C(CO)OC(O)C(O)C1O,-0.047,-1.922,-2.18,0.0,0.125,0.876,0.055,0.294,-5.28,0.0007718377746641636,0.428,11.287883758544922%,0.514,82.26223754882812%,0.005,0.074,0.008,0.395,0.001,0.074,0.003,0.151,0.006,0.027,1.626,0.692,0.032,0.077,0.085,0.259,0.215,0.004,0.056,0.016,0.003,0.019,0.025,0.274,1.147,1.025,2.425,0.416,0.017,0.006,0.006,0.23,0.074,0.003,0.03,0.077,0.006,0.006,0.004,194.08,173.813,1.117,6,4,99.38,2,1,6,6,0,6,0.333,5,1,0,0,0,1,2,0,0,0.386,3.752,1.0,21.714,2.853,0,0,0,0,Accepted,Accepted,Accepted,Rejected
OCC1OCCO1,0.83,-0.095,-0.66,0.0,0.003,0.005,0.785,0.059,-4.418,0.0005139397690072656,0.339,9.758275985717773%,1.142,87.82445526123047%,0.022,0.206,0.02,0.607,0.004,0.077,0.004,0.137,0.005,0.123,3.066,0.87,0.118,0.089,0.033,0.269,0.039,0.005,0.66,0.257,0.241,0.993,0.022,0.03,1.146,1.276,1.468,0.004,0.003,0.012,0.014,0.096,0.007,0.003,0.031,0.007,0.011,0.004,0.01,104.05,95.555,1.089,3,1,38.69,1,1,5,3,0,5,0.2,0,1,0,0,0,1,1,0,0,0.48,3.043,1.0,7.0,0.892,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CC1OC(C)C(C)O1,-1.408,1.173,0.907,0.0,0.002,0.002,0.007,0.199,-4.21,2.802641029120423e-05,0.947,9.123045921325684%,1.727,81.22148132324219%,0.038,0.579,0.03,0.899,0.007,0.097,0.003,0.509,0.008,0.396,10.882,0.642,0.015,0.767,0.721,0.918,0.499,0.019,0.139,0.386,0.006,0.934,0.041,0.357,1.509,2.452,2.59,0.012,0.007,0.004,0.003,0.162,0.122,0.002,0.011,0.005,0.005,0.003,0.003,116.08,121.356,0.957,2,0,18.46,0,1,5,2,0,5,0.0,2,1,0,0,0,1,0,0,0,0.472,3.863,1.0,15.0,0.822,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CCc1cccc(C)c1,-3.592,3.49,3.613,0.005,0.006,0.003,0.205,0.558,-4.221,2.1961232050671242e-05,0.945,91.4136734008789%,2.098,6.917677879333496%,0.951,0.929,0.879,0.753,0.385,0.323,0.597,0.605,0.102,0.454,10.935,0.661,0.048,0.094,0.068,0.016,0.031,0.051,0.347,0.245,0.978,0.994,0.082,2.051,3.438,3.899,4.095,0.009,0.003,0.005,0.005,0.209,0.004,0.003,0.017,0.005,0.011,0.007,0.002,120.09,147.754,0.813,0,0,0.0,1,1,6,0,0,6,0.167,0,0,0,0,0,0,1,0,0,0.534,1.272,0.333,5.0,-1.127,0,0,0,0,Accepted,Rejected,Accepted,Rejected
CCc1ccccc1C,-3.411,3.542,3.599,0.004,0.029,0.003,0.196,0.471,-4.254,2.47214557020925e-05,0.854,93.52245330810547%,2.595,6.575398921966553%,0.963,0.931,0.749,0.704,0.296,0.465,0.303,0.853,0.093,0.399,9.924,0.556,0.035,0.033,0.068,0.027,0.048,0.04,0.319,0.481,0.981,0.996,0.049,1.847,3.376,3.916,4.015,0.021,0.003,0.006,0.005,0.171,0.023,0.002,0.016,0.005,0.018,0.012,0.003,120.09,147.754,0.813,0,0,0.0,1,1,6,0,0,6,0.167,0,0,0,0,0,0,1,0,0,0.534,1.361,0.333,5.0,-0.607,0,0,0,0,Accepted,Rejected,Accepted,Rejected
Cc1ccc(C)c(C)c1,-3.543,3.452,3.673,0.003,0.009,0.004,0.532,0.872,-4.396,2.445754944346845e-05,0.936,90.28440856933594%,1.537,9.607316970825195%,0.881,0.945,0.788,0.892,0.259,0.707,0.423,0.925,0.138,0.559,10.826,0.535,0.03,0.074,0.086,0.09,0.03,0.181,0.284,0.623,0.976,0.996,0.035,2.035,3.452,3.938,4.121,0.011,0.003,0.005,0.004,0.181,0.008,0.003,0.015,0.005,0.009,0.004,0.002,120.09,147.754,0.813,0,0,0.0,0,1,6,0,0,6,0.0,0,0,0,0,0,0,1,0,0,0.493,1.203,0.333,6.0,-1.262,0,0,0,0,Accepted,Rejected,Accepted,Rejected
Cc1cc(C)cc(C)c1,-3.465,3.578,3.587,0.003,0.008,0.004,0.276,0.851,-4.332,2.3388396584778093e-05,0.984,89.2001953125%,0.766,6.585850715637207%,0.763,0.922,0.758,0.896,0.143,0.485,0.387,0.881,0.145,0.534,10.798,0.758,0.035,0.172,0.055,0.036,0.035,0.098,0.344,0.247,0.973,0.994,0.091,1.891,3.398,3.788,3.999,0.004,0.002,0.008,0.005,0.212,0.002,0.004,0.014,0.005,0.005,0.002,0.001,120.09,147.754,0.813,0,0,0.0,0,1,6,0,0,6,0.0,0,0,0,0,0,0,1,0,0,0.493,1.323,0.333,6.0,-0.269,0,0,0,0,Accepted,Rejected,Accepted,Rejected
CNc1ccccc1,-1.483,1.817,1.824,0.0,0.005,0.007,0.074,0.002,-4.358,5.162007437320426e-05,0.836,73.22505950927734%,2.378,23.1527042388916%,0.958,0.773,0.471,0.697,0.112,0.45,0.03,0.828,0.047,0.19,9.397,0.822,0.023,0.125,0.046,0.511,0.195,0.034,0.849,0.442,0.728,0.994,0.964,0.725,3.013,3.422,5.078,0.011,0.004,0.768,0.008,0.58,0.005,0.002,0.041,0.067,0.012,0.213,0.005,107.07,124.159,0.862,1,1,12.03,1,1,6,1,0,6,0.167,0,0,0,0,0,2,0,1,5,0.576,1.31,0.143,4.0,-0.477,1,0,0,0,Accepted,Accepted,Accepted,Rejected
C=Cc1c(O)[nH]c(O)c1C,-1.886,1.374,1.552,0.0,0.001,0.005,0.136,0.019,-4.632,2.047091220447328e-05,0.253,82.85069274902344%,0.659,13.265172958374023%,0.064,0.682,0.029,0.064,0.008,0.883,0.044,0.737,0.016,0.144,11.719,0.898,0.004,0.807,0.906,0.009,0.859,0.043,0.379,0.785,0.859,0.948,0.592,0.182,2.855,3.786,4.729,0.007,0.009,0.264,0.006,0.092,0.025,0.013,0.095,0.007,0.046,0.039,0.017,139.06,141.74,0.981,3,3,56.25,1,1,5,3,0,6,0.167,0,1,0,0,0,3,0,2,0,0.55,3.519,0.143,7.0,0.501,0,0,0,0,Accepted,Accepted,Accepted,Rejected
C=CCCC1Cc2ccccc21,-4.765,3.726,4.332,0.077,0.0,0.003,0.386,0.84,-4.358,2.4828139430610463e-05,0.908,95.63542175292969%,0.862,2.603623151779175%,0.806,0.886,0.677,0.806,0.197,0.813,0.067,0.926,0.281,0.605,7.884,0.199,0.019,0.04,0.02,0.532,0.057,0.626,0.798,0.476,0.131,0.983,0.153,2.499,3.857,4.671,5.03,0.033,0.009,0.055,0.023,0.23,0.335,0.017,0.026,0.008,0.188,0.074,0.007,158.11,188.45,0.839,0,0,0.0,3,2,8,0,0,10,0.3,1,0,0,0,0,0,1,1,0,0.592,2.723,0.333,29.25,0.781,0,0,0,0,Accepted,Rejected,Rejected,Rejected
O=C(O)c1ccccc1O,-1.854,1.804,2.221,0.0,0.001,0.017,0.008,0.838,-5.179,1.1467512194940355e-05,0.456,67.27210235595703%,0.251,26.124147415161133%,0.07,0.084,0.039,0.053,0.132,0.126,0.02,0.119,0.023,0.063,6.39,0.913,0.048,0.594,0.856,0.018,0.516,0.004,0.288,0.046,0.083,0.986,0.897,0.374,2.598,3.197,3.464,0.014,0.014,0.199,0.005,0.133,0.008,0.019,0.043,0.017,0.207,0.034,0.007,138.03,136.897,1.008,3,2,57.53,1,1,6,3,0,7,0.143,0,0,0,0,0,0,0,1,0,0.61,1.425,0.0,6.0,0.139,1,0,1,0,Accepted,Accepted,Accepted,Rejected
Oc1c(I)cc(Cl)c2cccnc12,-3.718,2.63,3.833,0.006,0.0,0.004,0.007,0.911,-4.508,2.7159561795997433e-05,0.182,97.45545196533203%,0.758,1.8503215312957764%,0.961,0.781,0.178,0.432,0.254,0.798,0.38,0.702,0.082,0.178,2.344,0.29,0.022,0.07,0.919,0.072,0.29,0.058,0.9,0.196,0.018,0.659,0.954,1.781,4.73,4.992,5.545,0.009,0.635,0.922,0.705,0.176,0.207,0.981,0.91,0.311,0.922,0.912,0.941,304.91,194.2,1.57,2,1,33.12,0,2,10,4,0,11,0.0,0,2,0,0,0,0,1,2,0,0.758,2.385,0.0,11.0,-0.957,1,0,1,0,Accepted,Rejected,Accepted,Accepted
c1ccc(-c2ccc3ccccc3[o+]2)cc1,-5.914,3.995,4.672,0.46,0.087,0.004,0.996,0.896,-4.582,1.5418112525367178e-05,0.104,98.64810943603516%,0.898,1.8835760354995728%,0.991,0.688,0.821,0.236,0.391,0.521,0.807,0.415,0.114,0.288,7.215,0.213,0.1,0.036,0.907,0.634,0.479,0.06,0.179,0.786,0.058,0.981,0.04,2.798,4.604,5.353,5.464,0.028,0.027,0.351,0.136,0.927,0.209,0.015,0.623,0.901,0.034,0.411,0.043,207.08,231.344,0.895,1,0,11.3,1,3,10,1,1,17,0.059,0,0,0,1,0,0,0,0,0,0.539,2.362,0.0,13.0,0.574,0,1,0,0,Accepted,Rejected,Rejected,Accepted
O=c1ccc2ccccc2[nH]1,-2.399,1.301,1.535,0.001,0.002,0.008,0.107,0.336,-4.553,2.007888542721048e-05,0.554,72.01472473144531%,0.651,16.022981643676758%,0.863,0.865,0.335,0.066,0.047,0.495,0.028,0.587,0.025,0.208,6.864,0.718,0.027,0.189,0.949,0.638,0.543,0.127,0.745,0.804,0.05,0.955,0.96,0.669,2.844,3.721,4.882,0.028,0.003,0.655,0.014,0.255,0.014,0.002,0.061,0.671,0.107,0.037,0.086,145.05,153.712,0.944,2,1,32.86,0,2,10,2,0,12,0.0,0,1,0,0,0,0,0,1,0,0.599,1.665,0.0,9.0,-0.436,0,0,0,0,Accepted,Accepted,Accepted,Rejected
CCC(=O)Cc1ccccc1,-2.07,1.12,1.929,0.003,0.226,0.004,0.009,0.001,-4.319,3.8190886698430404e-05,0.817,50.30998611450195%,1.339,34.16612243652344%,0.464,0.489,0.479,0.393,0.165,0.234,0.012,0.377,0.028,0.415,11.047,0.888,0.035,0.169,0.851,0.059,0.078,0.018,0.458,0.058,0.19,0.895,0.112,0.596,2.742,2.996,3.495,0.008,0.008,0.07,0.008,0.133,0.007,0.827,0.018,0.008,0.012,0.028,0.003,148.09,171.204,0.865,1,0,17.07,3,1,6,1,0,7,0.429,0,1,0,0,0,1,1,1,0,0.642,1.52,0.3,5.0,-0.019,0,0,0,0,Accepted,Accepted,Accepted,Rejected
NNC(=O)CN1CCCCC1,-0.243,0.302,-0.726,0.016,0.011,0.016,0.016,0.034,-4.717,2.194628723373171e-05,0.434,6.569435119628906%,1.551,84.49896240234375%,0.049,0.257,0.047,0.406,0.011,0.136,0.11,0.121,0.065,0.373,7.417,0.769,0.024,0.169,0.156,0.795,0.817,0.032,0.824,0.918,0.249,0.902,0.964,0.315,2.242,2.516,3.224,0.003,0.002,0.291,0.003,0.074,0.005,0.004,0.041,0.005,0.119,0.01,0.007,157.12,160.216,0.981,4,3,58.36,3,1,6,4,0,7,0.429,0,0,1,0,0,0,0,2,3,0.321,1.874,0.857,8.846,-2.087,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C(Oc1cc(F)cc(F)c1)c1c(F)cccc1F,-5.557,3.622,3.494,0.865,0.0,0.003,0.005,0.049,-4.579,3.042490061488934e-05,0.52,100.35066986083984%,0.777,0.7744948267936707%,0.865,0.227,0.858,0.06,0.818,0.925,0.03,0.287,0.1,0.11,7.409,0.055,0.042,0.356,0.282,0.063,0.115,0.923,0.283,0.211,0.36,0.949,0.703,2.407,4.107,4.737,6.931,0.143,0.004,0.461,0.017,0.123,0.011,0.716,0.431,0.005,0.01,0.155,0.009,270.03,239.687,1.127,2,0,26.3,3,2,6,6,0,13,0.231,0,1,0,0,0,2,1,0,0,0.474,2.036,0.0,13.0,-1.021,1,0,0,0,Accepted,Rejected,Accepted,Accepted
O=C(O)c1c(F)cccc1F,-1.395,0.977,1.424,0.0,0.001,0.004,0.002,0.008,-4.744,2.4739567379583605e-05,0.361,79.85015869140625%,0.25,10.747209548950195%,0.084,0.235,0.036,0.06,0.081,0.286,0.015,0.104,0.018,0.09,1.604,0.638,0.04,0.944,0.951,0.031,0.735,0.019,0.117,0.295,0.058,0.982,0.747,0.52,2.504,3.284,4.192,0.394,0.004,0.211,0.005,0.129,0.006,0.099,0.052,0.01,0.062,0.015,0.005,158.02,140.242,1.127,2,1,37.3,1,1,6,4,0,7,0.143,0,1,0,0,0,0,1,0,0,0.674,1.699,0.0,7.0,-0.805,0,0,0,0,Accepted,Accepted,Accepted,Rejected
Clc1ccc(Cl)cc1,-3.396,3.158,3.579,0.004,0.001,0.002,0.002,0.02,-4.239,9.391973435413092e-06,0.933,96.55972290039062%,1.863,3.765648126602173%,0.988,0.727,0.923,0.232,0.243,0.205,0.75,0.193,0.019,0.491,7.038,0.254,0.115,0.064,0.476,0.026,0.527,0.051,0.162,0.513,0.923,0.989,0.043,2.281,3.742,4.173,4.82,0.018,0.003,0.011,0.007,0.163,0.007,0.002,0.027,0.006,0.009,0.026,0.035,145.97,126.289,1.156,0,0,0.0,0,1,6,2,0,6,0.0,0,1,1,0,0,0,1,0,0,0.529,1.078,0.0,5.0,-0.893,0,0,0,0,Accepted,Rejected,Accepted,Rejected
N=c1[nH]c(=N)[nH]c(=N)[nH]1,-1.611,-1.923,-3.185,0.0,0.917,0.046,0.09,0.003,-4.725,0.002006274415180087,0.875,9.65231990814209%,1.094,69.52238464355469%,0.001,0.1,0.065,0.012,0.005,0.0,0.0,0.002,0.001,0.096,1.904,0.94,0.77,1.0,0.984,0.969,0.213,0.029,0.873,0.997,0.003,0.289,0.939,-0.801,1.983,3.714,5.018,0.203,0.002,0.007,0.002,0.03,0.005,0.001,0.025,0.143,0.001,0.003,0.017,126.07,109.959,1.147,6,6,118.92,0,1,6,6,0,9,0.0,0,1,0,0,0,0,0,0,0,0.233,4.525,0.0,6.0,0.058,0,0,0,0,Accepted,Accepted,Accepted,Rejected
Cc1cc(C)cc(N=C=O)c1,-2.685,2.11,3.1,0.001,0.01,0.003,0.617,0.064,-4.478,2.3175434762379155e-05,0.939,63.95196533203125%,1.185,44.17901611328125%,0.805,0.894,0.088,0.792,0.02,0.184,0.03,0.724,0.056,0.29,1.436,0.561,0.021,0.197,0.238,0.085,0.031,0.409,0.878,0.699,0.992,0.994,0.243,0.788,3.387,3.746,4.391,0.012,0.002,0.846,0.022,0.21,0.004,0.004,0.023,0.01,0.006,0.348,0.007,147.07,162.269,0.906,2,0,29.43,1,1,6,2,0,8,0.125,0,0,1,2,0,4,2,2,3,0.442,2.533,0.222,6.0,-0.702,1,1,0,0,Accepted,Rejected,Accepted,Rejected
Cc1cc[nH]n1,0.626,0.398,0.331,0.0,0.017,0.006,0.002,0.006,-4.268,1.4889453268551733e-05,0.948,11.789487838745117%,0.937,78.9765625%,0.063,0.504,0.072,0.248,0.012,0.86,0.013,0.527,0.01,0.097,7.996,0.747,0.038,0.293,0.74,0.014,0.036,0.042,0.341,0.064,0.015,0.977,0.192,0.322,1.402,2.455,2.995,0.011,0.002,0.017,0.005,0.115,0.007,0.002,0.02,0.012,0.009,0.005,0.004,82.05,85.905,0.955,2,1,28.68,0,1,5,2,0,5,0.0,0,0,0,0,0,0,0,0,0,0.49,3.467,0.25,4.0,-1.863,0,0,0,0,Accepted,Accepted,Accepted,Rejected
O=C(O)c1ccc(O)cc1,-1.619,1.331,1.51,0.001,0.003,0.01,0.01,0.308,-5.27,8.485465514240786e-06,0.314,38.354209899902344%,0.291,49.501617431640625%,0.034,0.072,0.04,0.047,0.033,0.178,0.009,0.118,0.038,0.062,7.575,0.924,0.048,0.449,0.794,0.009,0.531,0.004,0.247,0.05,0.173,0.991,0.37,0.358,2.582,2.904,3.28,0.012,0.008,0.313,0.004,0.247,0.024,0.004,0.036,0.047,0.086,0.073,0.036,138.03,136.897,1.008,3,2,57.53,1,1,6,3,0,7,0.143,0,0,0,0,0,0,0,1,0,0.61,1.381,0.0,6.0,0.377,2,0,0,0,Accepted,Accepted,Accepted,Rejected
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(c1OC)OC(c1ccccc1)CC2=O,-3.097,1.326,0.454,0.009,0.169,0.236,0.006,0.094,-5.787,3.533075505401939e-05,0.621,46.73480987548828%,0.375,23.240522384643555%,0.016,0.124,0.017,0.843,0.004,0.564,0.01,0.288,0.028,0.292,3.814,0.224,0.054,0.122,0.927,0.292,0.208,0.017,0.082,0.68,0.003,0.008,0.031,0.855,3.672,5.813,6.413,0.536,0.257,0.473,0.285,0.084,0.01,0.584,0.184,0.573,0.023,0.355,0.646,462.15,441.585,1.047,10,4,144.14,6,4,10,10,0,24,0.25,6,1,0,0,0,4,2,0,0,0.481,3.974,0.435,85.606,1.979,1,1,0,0,Accepted,Accepted,Rejected,Accepted
CCc1ccc(OCC(Cn2c(N(C)C)nc3c2c(=O)[nH]c(=O)n3C)O[Si](C)(C)C)cc1,-5.064,3.867,3.93,0.02,0.081,0.946,0.034,0.012,-4.783,1.2361632798274513e-05,0.013,96.36093139648438%,0.495,1.7643990516662598%,0.277,0.934,0.671,0.649,0.886,0.433,0.069,0.668,0.519,0.825,7.425,0.461,0.468,0.428,0.786,0.915,0.006,0.803,0.04,0.976,0.003,0.015,0.561,2.05,4.468,5.79,6.117,0.006,0.003,0.182,0.011,0.068,0.007,0.003,0.537,0.008,0.004,0.109,0.072,459.23,38792817.891,0.0,9,1,94.38,9,3,9,10,0,18,0.5,1,1,0,0,0,0,0,1,4,0.494,3.389,0.5,46.0,-0.964,1,1,0,0,Accepted,Accepted,Rejected,Accepted
O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-3.897,1.879,2.838,0.0,0.337,0.004,0.002,0.001,-4.806,1.845113729359582e-05,0.757,93.70758056640625%,0.336,2.2628848552703857%,0.367,0.132,0.067,0.833,0.211,0.677,0.009,0.14,0.055,0.814,0.664,0.569,0.024,0.108,0.929,0.028,0.107,0.512,0.16,0.044,0.003,0.121,0.093,0.409,3.482,3.906,4.126,0.077,0.022,0.654,0.143,0.803,0.006,0.314,0.28,0.028,0.015,0.365,0.746,260.02,248.157,1.048,3,2,57.53,1,3,13,4,0,16,0.062,1,1,1,0,0,0,2,0,0,0.829,2.653,0.071,56.4,-0.037,0,0,0,0,Accepted,Accepted,Accepted,Accepted
CC(C(=O)NN)n1cc([N+](=O)[O-])cn1,-1.607,-0.231,-0.692,0.0,0.011,0.005,0.002,0.001,-4.94,0.0003301848191767931,0.071,58.6676025390625%,0.811,53.67326736450195%,0.241,0.163,0.109,0.158,0.064,0.108,0.007,0.104,0.295,0.26,6.723,0.653,0.007,0.911,0.99,0.419,0.475,0.024,0.299,0.922,0.003,0.033,0.264,0.185,2.889,3.367,3.585,0.003,0.004,0.489,0.003,0.253,0.028,0.004,0.037,0.006,0.01,0.102,0.006,199.07,174.585,1.14,8,3,116.08,4,1,5,8,0,7,0.571,1,2,1,0,0,0,0,3,8,0.29,3.059,0.333,16.0,-2.357,1,0,0,0,Accepted,Accepted,Accepted,Rejected
